# timestamp tx ty tz qx qy qz qw
1403636623.363555670 -3.3245487 0.4590080 -0.4900724 0.7968250 0.0829131 -0.5684208 0.1873317
1403636623.413555384 -3.3307303 0.4712307 -0.4759012 0.7967922 0.0830222 -0.5684051 0.1874704
1403636623.463555574 -3.3131063 0.4650556 -0.4725337 0.7967602 0.0829108 -0.5684822 0.1874220
1403636623.513555527 -3.3289449 0.4676989 -0.4700850 0.7968015 0.0828947 -0.5684211 0.1874389
1403636623.563555479 -3.3235985 0.4693776 -0.4753713 0.7968759 0.0828284 -0.5683601 0.1873368
1403636623.613555431 -3.3098556 0.4675437 -0.4719369 0.7969284 0.0827057 -0.5682918 0.1873747
1403636623.663555622 -3.3371489 0.4540375 -0.4746879 0.7970076 0.0827575 -0.5681966 0.1873040
1403636623.713555574 -3.3289625 0.4549261 -0.4752217 0.7969552 0.0826149 -0.5682404 0.1874566
1403636623.763555527 -3.3206807 0.4491453 -0.4911352 0.7969276 0.0824041 -0.5682935 0.1875062
1403636623.813555479 -3.3327711 0.4533927 -0.4704678 0.7972018 0.0822363 -0.5679156 0.1875589
1403636623.863555670 -3.3251272 0.4878233 -0.4734712 0.7970844 0.0819232 -0.5680939 0.1876547
1403636623.913555384 -3.3238861 0.4659571 -0.4801933 0.7971657 0.0819480 -0.5679254 0.1878089
1403636623.963555574 -3.3294894 0.4614077 -0.4698544 0.7972211 0.0815733 -0.5679339 0.1877110
1403636624.013555527 -3.3389217 0.4441170 -0.4791313 0.7971558 0.0818177 -0.5679294 0.1878954
1403636624.063555479 -3.3206064 0.4681949 -0.4696823 0.7972026 0.0815374 -0.5679079 0.1878839
1403636624.113555431 -3.3129968 0.4547523 -0.4670912 0.7975492 0.0811960 -0.5673414 0.1882715
1403636624.163555622 -3.3271900 0.4935034 -0.4689484 0.7976299 0.0807034 -0.5673324 0.1881686
1403636624.213555574 -3.3058674 0.4729844 -0.4738946 0.7977424 0.0808046 -0.5671353 0.1882425
1403636624.263555527 -3.3280272 0.4684342 -0.4610798 0.7979169 0.0807900 -0.5669510 0.1880643
1403636624.313555479 -3.3313033 0.4885082 -0.4721941 0.7994761 0.0809094 -0.5645550 0.1885985
1403636624.363555670 -3.3168516 0.4821636 -0.4574265 0.8023222 0.0809726 -0.5604770 0.1886478
1403636624.413555384 -3.3088308 0.4726301 -0.4679200 0.8045540 0.0806587 -0.5571331 0.1891820
1403636624.463555574 -3.3161375 0.4810535 -0.4714693 0.8074645 0.0798532 -0.5532408 0.1885445
1403636624.513555527 -3.3325724 0.4836969 -0.4745326 0.8103282 0.0792248 -0.5490752 0.1887011
1403636624.563555479 -3.3157273 0.4912630 -0.4644850 0.8124069 0.0785388 -0.5459267 0.1891843
1403636624.613555431 -3.3128075 0.4833182 -0.4678625 0.8128295 0.0791726 -0.5445936 0.1909389
1403636624.663555622 -3.3014953 0.4829550 -0.4803663 0.8116671 0.0798114 -0.5451975 0.1938721
1403636624.713555574 -3.3192196 0.4829697 -0.4862332 0.8112482 0.0823333 -0.5441004 0.1976166
1403636624.763555527 -3.3005807 0.5034886 -0.4821573 0.8096390 0.0836360 -0.5452480 0.2004852
1403636624.813555479 -3.3099038 0.4730344 -0.4783065 0.8111483 0.0885834 -0.5404141 0.2052900
1403636624.863555670 -3.2932429 0.4608343 -0.4757224 0.8127654 0.0932051 -0.5356578 0.2092749
1403636624.913555384 -3.3051232 0.4363734 -0.4750104 0.8159927 0.0988680 -0.5279317 0.2137036
1403636624.963555574 -3.2843365 0.4518924 -0.4600605 0.8189229 0.1042443 -0.5206497 0.2177666
1403636625.013555527 -3.2955798 0.4413252 -0.4616738 0.8217927 0.1078986 -0.5145315 0.2197091
1403636625.063555479 -3.2597751 0.4275271 -0.4495933 0.8249584 0.1105316 -0.5085898 0.2203697
1403636625.113555431 -3.2723128 0.4282771 -0.4392844 0.8277479 0.1117006 -0.5044176 0.2189049
1403636625.163555622 -3.2658480 0.4288474 -0.4333292 0.8295952 0.1093730 -0.5037868 0.2144953
1403636625.213555574 -3.2723522 0.4373277 -0.4099937 0.8291320 0.1072503 -0.5062890 0.2114448
1403636625.263555527 -3.2688044 0.4263555 -0.4099759 0.8272935 0.1050437 -0.5105036 0.2096125
1403636625.313555479 -3.2726582 0.4391140 -0.4015984 0.8254003 0.1035611 -0.5144164 0.2082434
1403636625.363555670 -3.2527308 0.4601225 -0.3915658 0.8241336 0.1030663 -0.5170160 0.2070644
1403636625.413555384 -3.2543764 0.4493385 -0.4003882 0.8248654 0.1034314 -0.5161625 0.2060953
1403636625.463555574 -3.2471595 0.4130979 -0.4016952 0.8265204 0.1043932 -0.5137340 0.2050449
1403636625.513555527 -3.2446766 0.4465351 -0.4174042 0.8274092 0.1046213 -0.5126331 0.2040974
1403636625.563555479 -3.2682472 0.4421781 -0.4004067 0.8279330 0.1055129 -0.5117645 0.2036937
1403636625.613555431 -3.2774500 0.4528604 -0.4085441 0.8277964 0.1066443 -0.5116018 0.2040680
1403636625.663555622 -3.2752850 0.4497318 -0.4092966 0.8268392 0.1072771 -0.5127657 0.2046947
1403636625.713555574 -3.2881068 0.4440186 -0.4025656 0.8250668 0.1072289 -0.5156729 0.2045683
1403636625.763555527 -3.2804347 0.4635615 -0.3886139 0.8221113 0.1072722 -0.5198111 0.2059665
1403636625.813555479 -3.3047537 0.4780472 -0.3826145 0.8192047 0.1067605 -0.5242318 0.2066082
1403636625.863555670 -3.3077738 0.4729947 -0.3587905 0.8158736 0.1057753 -0.5295035 0.2068523
1403636625.913555384 -3.3163585 0.4884129 -0.3470781 0.8138634 0.1049034 -0.5328589 0.2065988
1403636625.963555574 -3.3201289 0.4930588 -0.3228662 0.8122530 0.1043731 -0.5354390 0.2065343
1403636626.013555527 -3.3282142 0.5066357 -0.3160045 0.8109097 0.1038836 -0.5376608 0.2062877
1403636626.063555479 -3.3443132 0.4964847 -0.2987540 0.8104899 0.1016099 -0.5399377 0.2030981
1403636626.113555431 -3.3416407 0.5119429 -0.2843672 0.8105028 0.0988690 -0.5419411 0.1990225
1403636626.163555622 -3.3421832 0.5124276 -0.2676478 0.8104313 0.0959916 -0.5439771 0.1951299
1403636626.213555574 -3.3474487 0.5174689 -0.2559388 0.8104548 0.0935450 -0.5456156 0.1916140
1403636626.263555527 -3.3666541 0.5032012 -0.2340909 0.8104513 0.0920691 -0.5465935 0.1895456
1403636626.313555479 -3.3670551 0.5368679 -0.2311554 0.8103953 0.0916880 -0.5470716 0.1885879
1403636626.363555670 -3.3787123 0.5442707 -0.2283607 0.8102872 0.0917929 -0.5471503 0.1887732
1403636626.413555384 -3.3824442 0.5257315 -0.2228182 0.8097289 0.0929280 -0.5472936 0.1901924
1403636626.463555574 -3.3573968 0.5212068 -0.2246873 0.8089239 0.0948258 -0.5472925 0.1926684
1403636626.513555527 -3.3646022 0.5345496 -0.2134561 0.8066473 0.0968844 -0.5490586 0.1961332
1403636626.563555479 -3.3583498 0.5346495 -0.2097508 0.8041336 0.0992573 -0.5509547 0.1999152
1403636626.613555431 -3.3651650 0.5567351 -0.2092201 0.8017558 0.1016356 -0.5528041 0.2031389
1403636626.663555622 -3.3574029 0.5430707 -0.2088433 0.7998372 0.1038296 -0.5541942 0.2057878
1403636626.713555574 -3.3385963 0.5555993 -0.2114271 0.7998920 0.1052417 -0.5537324 0.2061003
1403636626.763555527 -3.3427090 0.5533152 -0.1971292 0.8011158 0.1066677 -0.5520278 0.2051849
1403636626.813555479 -3.3366607 0.5515612 -0.2174216 0.8026734 0.1077793 -0.5499460 0.2041039
1403636626.863555670 -3.3279051 0.5463314 -0.2139421 0.8047340 0.1089518 -0.5471373 0.2029124
1403636626.913555384 -3.3298862 0.5529996 -0.2147933 0.8070525 0.1100443 -0.5439167 0.2017700
1403636626.963555574 -3.3198126 0.5572994 -0.2244837 0.8096696 0.1111787 -0.5400260 0.2011128
1403636627.013555527 -3.3018360 0.5613153 -0.2250196 0.8120827 0.1120610 -0.5365711 0.2001388
1403636627.063555479 -3.2990922 0.5555881 -0.2416034 0.8143176 0.1125782 -0.5333211 0.1994533
1403636627.113555431 -3.2947348 0.5821676 -0.2397689 0.8170149 0.1133842 -0.5295128 0.1981080
1403636627.163555622 -3.3049167 0.5714795 -0.2455704 0.8163778 0.1131910 -0.5305999 0.1979362
1403636627.213555574 -3.3085495 0.5601941 -0.2483851 0.8148038 0.1132974 -0.5326050 0.1989733
1403636627.263555527 -3.3027187 0.5776940 -0.2302007 0.8124841 0.1130210 -0.5357772 0.2000966
1403636627.313555479 -3.2825043 0.5638612 -0.2247957 0.8106466 0.1123707 -0.5387991 0.1998013
1403636627.363555670 -3.2844769 0.5640532 -0.2197087 0.8099586 0.1116500 -0.5401372 0.1993819
1403636627.413555384 -3.3003445 0.5726019 -0.2019788 0.8098066 0.1111848 -0.5407622 0.1985634
1403636627.463555574 -3.2996560 0.5635131 -0.1988627 0.8094138 0.1097273 -0.5418273 0.1980715
1403636627.513555527 -3.3009064 0.5487026 -0.1820923 0.8104410 0.1072726 -0.5408547 0.1978742
1403636627.563555479 -3.2875707 0.5437600 -0.1820549 0.8114771 0.1038378 -0.5396194 0.1988303
1403636627.613555431 -3.2703977 0.5634001 -0.1716604 0.8127632 0.1003059 -0.5376473 0.2007238
1403636627.663555622 -3.2626325 0.5604681 -0.1687645 0.8148921 0.0976252 -0.5344177 0.2020347
1403636627.713555574 -3.2695608 0.5690954 -0.1761418 0.8180438 0.0944423 -0.5295397 0.2036484
1403636627.763555527 -3.2759820 0.5756660 -0.1820798 0.8219259 0.0907592 -0.5233868 0.2055889
1403636627.813555479 -3.2333922 0.5637735 -0.1881700 0.8255126 0.0867376 -0.5174398 0.2079943
1403636627.863555670 -3.2262881 0.5610277 -0.1949986 0.8289764 0.0821116 -0.5114729 0.2108346
1403636627.913555384 -3.2078889 0.5769476 -0.2054480 0.8320896 0.0785970 -0.5059709 0.2131731
1403636627.963555574 -3.2125278 0.5639264 -0.2004696 0.8337877 0.0757087 -0.5024055 0.2159977
1403636628.013555527 -3.1950021 0.5654587 -0.2121533 0.8346024 0.0729206 -0.5002672 0.2187557
1403636628.063555479 -3.2200456 0.5675663 -0.2053743 0.8336272 0.0702135 -0.5010812 0.2214797
1403636628.113555431 -3.1972539 0.5499975 -0.2101216 0.8303131 0.0671750 -0.5055303 0.2247374
1403636628.163555622 -3.1894854 0.5619540 -0.1957684 0.8255640 0.0636776 -0.5124477 0.2275665
1403636628.213555574 -3.2081928 0.5501551 -0.1929828 0.8210918 0.0603345 -0.5191534 0.2294509
1403636628.263555527 -3.1814416 0.5942133 -0.1747024 0.8179605 0.0564490 -0.5245701 0.2293042
1403636628.313555479 -3.1837193 0.5839693 -0.1673178 0.8158991 0.0528354 -0.5289101 0.2275328
1403636628.363555670 -3.1942474 0.5868696 -0.1550068 0.8150797 0.0507557 -0.5309184 0.2262622
1403636628.413555384 -3.1974323 0.5851600 -0.1440849 0.8150008 0.0491015 -0.5318284 0.2247692
1403636628.463555574 -3.1769246 0.6099222 -0.1416338 0.8150223 0.0483421 -0.5323699 0.2235710
1403636628.513555527 -3.1789754 0.6044072 -0.1326634 0.8153626 0.0479847 -0.5324479 0.2222175
1403636628.563555479 -3.1547029 0.6117320 -0.1250333 0.8158243 0.0475678 -0.5324067 0.2207059
1403636628.613555431 -3.1614832 0.6220714 -0.1240820 0.8161574 0.0477313 -0.5325574 0.2190697
1403636628.663555622 -3.1494903 0.6349490 -0.1192290 0.8161612 0.0481778 -0.5327229 0.2185545
1403636628.713555574 -3.1500158 0.6361653 -0.1141899 0.8161902 0.0488613 -0.5318430 0.2204295
1403636628.763555527 -3.1385284 0.6464578 -0.1227579 0.8175005 0.0490932 -0.5285239 0.2234843
1403636628.813555479 -3.1306429 0.6512302 -0.1205868 0.8195338 0.0486546 -0.5238443 0.2271216
1403636628.863555670 -3.1229360 0.6574670 -0.1226515 0.8220202 0.0475346 -0.5186833 0.2301973
1403636628.913555384 -3.1123607 0.6473328 -0.1247483 0.8245552 0.0458786 -0.5137642 0.2324872
1403636628.963555574 -3.1034337 0.6585376 -0.1175799 0.8265910 0.0445587 -0.5097315 0.2343837
1403636629.013555527 -3.0797816 0.6797146 -0.1198152 0.8283542 0.0427437 -0.5065402 0.2354129
1403636629.063555479 -3.0728195 0.6818155 -0.1237961 0.8292995 0.0405832 -0.5045603 0.2367156
1403636629.113555431 -3.0581315 0.6790196 -0.0988829 0.8296569 0.0389780 -0.5030060 0.2390297
1403636629.163555622 -3.0498817 0.6878560 -0.1067685 0.8299797 0.0352577 -0.5016965 0.2412285
1403636629.213555574 -3.0222290 0.6921633 -0.0970428 0.8295920 0.0305636 -0.5010570 0.2445094
1403636629.263555527 -3.0201223 0.7153502 -0.0839336 0.8287783 0.0259046 -0.5011293 0.2476387
1403636629.313555479 -3.0218771 0.7173856 -0.0850171 0.8276558 0.0207834 -0.5021234 0.2498520
1403636629.363555670 -3.0334506 0.7146263 -0.0878381 0.8264864 0.0160400 -0.5035194 0.2512593
1403636629.413555384 -2.9946619 0.7423637 -0.0822124 0.8249614 0.0106285 -0.5060322 0.2515095
1403636629.463555574 -3.0045671 0.7352692 -0.0882252 0.8231355 0.0037269 -0.5085754 0.2525571
1403636629.513555527 -2.9822031 0.7437925 -0.0858220 0.8221490 -0.0036884 -0.5094673 0.2539694
1403636629.563555479 -2.9848853 0.7642469 -0.0884783 0.8225460 -0.0109238 -0.5077933 0.2558214
1403636629.613555431 -2.9560164 0.7671236 -0.0860448 0.8241702 -0.0175084 -0.5029616 0.2597432
1403636629.663555622 -2.9164965 0.7785155 -0.0844097 0.8269215 -0.0243057 -0.4961230 0.2635753
1403636629.713555574 -2.9210092 0.7937502 -0.0997801 0.8294561 -0.0313729 -0.4890046 0.2681285
1403636629.763555527 -2.8948319 0.8203826 -0.1115013 0.8316264 -0.0389724 -0.4817862 0.2734241
1403636629.813555479 -2.8710683 0.8171515 -0.1198502 0.8329023 -0.0475516 -0.4755855 0.2789823
1403636629.863555670 -2.8655832 0.8642391 -0.1248063 0.8337454 -0.0566275 -0.4699081 0.2843383
1403636629.913555384 -2.8377436 0.8722146 -0.1377682 0.8339969 -0.0652158 -0.4652517 0.2893732
1403636629.963555574 -2.8248904 0.8766215 -0.1305734 0.8337749 -0.0723688 -0.4613599 0.2944984
1403636630.013555527 -2.8227349 0.8918147 -0.1519632 0.8331408 -0.0785775 -0.4589503 0.2984405
1403636630.063555479 -2.7936029 0.9180977 -0.1556951 0.8316724 -0.0836174 -0.4580732 0.3024864
1403636630.113555431 -2.7910665 0.9211839 -0.1645170 0.8286277 -0.0877579 -0.4596182 0.3072877
1403636630.163555622 -2.7413028 0.9431162 -0.1664912 0.8242557 -0.0914802 -0.4633744 0.3122789
1403636630.213555574 -2.7290852 0.9574466 -0.1716256 0.8200200 -0.0942067 -0.4668411 0.3174141
1403636630.263555527 -2.7040465 1.0156061 -0.1671374 0.8162414 -0.0966575 -0.4703493 0.3212148
1403636630.313555479 -2.7031309 1.0122678 -0.1603909 0.8139788 -0.0980414 -0.4720709 0.3239992
1403636630.363555670 -2.6760829 1.0067329 -0.1464172 0.8141888 -0.0988316 -0.4711003 0.3246435
1403636630.413555384 -2.6840501 1.0500568 -0.1440840 0.8148557 -0.0991077 -0.4697298 0.3248719
1403636630.463555574 -2.6711617 1.0605304 -0.1386011 0.8165547 -0.0981908 -0.4670473 0.3247518
1403636630.513555527 -2.6417451 1.0854946 -0.1377648 0.8174161 -0.0970347 -0.4656243 0.3249757
1403636630.563555479 -2.6612289 1.1116078 -0.1396032 0.8184681 -0.0945649 -0.4635775 0.3259807
1403636630.613555431 -2.6193129 1.1192222 -0.1283134 0.8188045 -0.0919043 -0.4626694 0.3271847
1403636630.663555622 -2.6149719 1.1494432 -0.1172076 0.8197971 -0.0893552 -0.4612800 0.3273671
1403636630.713555574 -2.5904033 1.1657456 -0.1263948 0.8203920 -0.0873804 -0.4607552 0.3271485
1403636630.763555527 -2.5947363 1.1591180 -0.0944669 0.8205034 -0.0870221 -0.4616549 0.3256931
1403636630.813555479 -2.5538166 1.1632726 -0.0999645 0.8210586 -0.0866882 -0.4623358 0.3234091
1403636630.863555670 -2.5424725 1.1894359 -0.1053101 0.8212187 -0.0868123 -0.4633769 0.3214737
1403636630.913555384 -2.5333582 1.1808605 -0.0983730 0.8211840 -0.0869667 -0.4648025 0.3194562
1403636630.963555574 -2.5304011 1.1867809 -0.1070132 0.8211633 -0.0871778 -0.4659623 0.3177578
1403636631.013555527 -2.5134652 1.2008456 -0.1016546 0.8210985 -0.0873231 -0.4665663 0.3169983
1403636631.063555479 -2.5143959 1.2160033 -0.0986191 0.8205516 -0.0868515 -0.4678990 0.3165792
1403636631.113555431 -2.4889195 1.2375108 -0.1024229 0.8195455 -0.0867704 -0.4694179 0.3169588
1403636631.163555622 -2.4657986 1.2494553 -0.1100235 0.8187258 -0.0865138 -0.4706576 0.3173089
1403636631.213555574 -2.4467130 1.2894353 -0.1233463 0.8175744 -0.0861135 -0.4725270 0.3176078
1403636631.263555527 -2.4388566 1.3142554 -0.1093985 0.8167679 -0.0855824 -0.4735126 0.3183578
1403636631.313555479 -2.4348746 1.3250448 -0.1178189 0.8167793 -0.0854676 -0.4739141 0.3177615
1403636631.363555670 -2.4289332 1.3615965 -0.1184327 0.8167339 -0.0848634 -0.4739375 0.3180052
1403636631.413555384 -2.4237476 1.3718895 -0.1154276 0.8167782 -0.0845855 -0.4741496 0.3176488
1403636631.463555574 -2.3938285 1.3827737 -0.1319338 0.8168678 -0.0837518 -0.4739354 0.3179588
1403636631.513555527 -2.3936649 1.3960453 -0.1402456 0.8170543 -0.0826450 -0.4735191 0.3183895
1403636631.563555479 -2.3483816 1.3858705 -0.1586547 0.8169144 -0.0815134 -0.4733283 0.3193223
1403636631.613555431 -2.3424907 1.4203373 -0.1474792 0.8171614 -0.0802565 -0.4729124 0.3196249
1403636631.663555622 -2.3524341 1.4339974 -0.1569929 0.8176649 -0.0790752 -0.4723813 0.3194167
1403636631.713555574 -2.3228820 1.4355694 -0.1744311 0.8179052 -0.0782556 -0.4720967 0.3194244
1403636631.763555527 -2.3095950 1.4505837 -0.1733595 0.8182333 -0.0774318 -0.4716650 0.3194225
1403636631.813555479 -2.2877851 1.4737787 -0.1686589 0.8180653 -0.0767072 -0.4720992 0.3193863
1403636631.863555670 -2.2857066 1.4830559 -0.1736109 0.8183766 -0.0758106 -0.4713410 0.3199220
1403636631.913555384 -2.2964726 1.4885422 -0.1778060 0.8189149 -0.0749759 -0.4704137 0.3201061
1403636631.963555574 -2.2589804 1.5240787 -0.1806860 0.8191199 -0.0746266 -0.4700066 0.3202612
1403636632.013555527 -2.2692172 1.5372166 -0.1735494 0.8189395 -0.0748364 -0.4701902 0.3204042
1403636632.063555479 -2.2335035 1.5618196 -0.1796858 0.8180626 -0.0748173 -0.4710774 0.3213441
1403636632.113555431 -2.2289403 1.5823720 -0.1750539 0.8171361 -0.0738671 -0.4716767 0.3230377
1403636632.163555622 -2.2014200 1.6001102 -0.1862060 0.8161569 -0.0725059 -0.4713127 0.3263359
1403636632.213555574 -2.2208746 1.6115539 -0.1868251 0.8162750 -0.0721690 -0.4705314 0.3272414
1403636632.263555527 -2.1943866 1.6495102 -0.1920125 0.8157816 -0.0733247 -0.4712824 0.3271343
1403636632.313555479 -2.1864429 1.6573857 -0.1898451 0.8156620 -0.0743317 -0.4715381 0.3268364
1403636632.363555670 -2.1752989 1.6672014 -0.1968820 0.8154219 -0.0751964 -0.4720873 0.3264448
1403636632.413555384 -2.1626583 1.6716427 -0.1909381 0.8159359 -0.0758684 -0.4712425 0.3262256
1403636632.463555574 -2.1736920 1.7133758 -0.1986309 0.8176931 -0.0780002 -0.4701179 0.3229289
1403636632.513555527 -2.1793371 1.7390271 -0.2120864 0.8198357 -0.0793209 -0.4695865 0.3179089
1403636632.563555479 -2.1639170 1.7351367 -0.2174617 0.8231713 -0.0805135 -0.4685417 0.3104436
1403636632.613555431 -2.1511581 1.7691956 -0.2123805 0.8263003 -0.0802651 -0.4681523 0.3026859
1403636632.663555622 -2.1587271 1.7660524 -0.2283070 0.8288499 -0.0777363 -0.4686871 0.2954611
1403636632.713555574 -2.1767655 1.7979459 -0.2429721 0.8306205 -0.0729504 -0.4704851 0.2887759
1403636632.763555527 -2.1807376 1.8205191 -0.2557468 0.8317471 -0.0661105 -0.4732373 0.2826176
1403636632.813555479 -2.1783239 1.8271357 -0.2618833 0.8318765 -0.0560360 -0.4767132 0.2785427
1403636632.863555670 -2.1914951 1.8729155 -0.2546148 0.8305368 -0.0436085 -0.4812236 0.2770034
1403636632.913555384 -2.1785181 1.8923653 -0.2550900 0.8283334 -0.0306733 -0.4864745 0.2761621
1403636632.963555574 -2.1770444 1.8957494 -0.2568532 0.8268483 -0.0190285 -0.4900677 0.2753062
1403636633.013555527 -2.1794041 1.9117958 -0.2678764 0.8253942 -0.0087693 -0.4932753 0.2744577
1403636633.063555479 -2.1711358 1.9362175 -0.2631897 0.8248808 -0.0001881 -0.4951839 0.2726985
1403636633.113555431 -2.1669900 1.9430871 -0.2485771 0.8242808 0.0066157 -0.4973489 0.2704838
1403636633.163555622 -2.1721458 1.9602454 -0.2614596 0.8241035 0.0122806 -0.4986009 0.2685140
1403636633.213555574 -2.1399566 1.9824877 -0.2518235 0.8239463 0.0162549 -0.4999351 0.2662953
1403636633.263555527 -2.1605995 2.0085970 -0.2600432 0.8246739 0.0186633 -0.5002860 0.2632082
1403636633.313555479 -2.1570802 2.0278392 -0.2708955 0.8255227 0.0200592 -0.5004297 0.2601540
1403636633.363555670 -2.1525345 2.0552196 -0.2745809 0.8265864 0.0201582 -0.5006459 0.2563244
1403636633.413555384 -2.1431294 2.0738091 -0.2721045 0.8278947 0.0195705 -0.4999937 0.2534041
1403636633.463555574 -2.1332543 2.0839045 -0.2940131 0.8290239 0.0187489 -0.4995587 0.2506171
1403636633.513555527 -2.1487883 2.1036059 -0.2934783 0.8299353 0.0179359 -0.4987019 0.2493636
1403636633.563555479 -2.1461203 2.1391949 -0.2983481 0.8310164 0.0166269 -0.4974964 0.2482594
1403636633.613555431 -2.1186362 2.1615025 -0.3066141 0.8322292 0.0156920 -0.4958073 0.2476357
1403636633.663555622 -2.1220224 2.1978372 -0.3268771 0.8330682 0.0146815 -0.4941556 0.2481774
1403636633.713555574 -2.1262330 2.2287200 -0.3170535 0.8329161 0.0132501 -0.4940662 0.2489455
1403636633.763555527 -2.1075379 2.2664318 -0.3245323 0.8326009 0.0116486 -0.4944254 0.2493663
1403636633.813555479 -2.1159795 2.2766768 -0.3241210 0.8325628 0.0099938 -0.4942901 0.2498333
1403636633.863555670 -2.1024873 2.2951676 -0.3297895 0.8319938 0.0077443 -0.4953135 0.2497817
1403636633.913555384 -2.1216038 2.3262548 -0.3154978 0.8315822 0.0042473 -0.4969297 0.2480200
1403636633.963555574 -2.0987235 2.3704697 -0.3190663 0.8306924 0.0004289 -0.4993663 0.2461368
1403636634.013555527 -2.1057913 2.3975398 -0.3220351 0.8297373 -0.0030160 -0.5015477 0.2449018
1403636634.063555479 -2.0980074 2.4049928 -0.3242222 0.8296437 -0.0053536 -0.5019222 0.2444110
1403636634.113555431 -2.0690300 2.4605837 -0.3237144 0.8298492 -0.0053291 -0.5017782 0.2440093
1403636634.163555622 -2.0655145 2.4788767 -0.3318436 0.8304694 -0.0043340 -0.5005934 0.2443523
1403636634.213555574 -2.0732967 2.5155284 -0.3309416 0.8311803 -0.0019024 -0.4986600 0.2459143
1403636634.263555527 -2.0546167 2.5152189 -0.3207295 0.8308458 0.0011780 -0.4977562 0.2488628
1403636634.313555479 -2.0551806 2.5567030 -0.3278683 0.8289921 0.0037694 -0.4991405 0.2522236
1403636634.363555670 -2.0489428 2.6137044 -0.3211127 0.8263251 0.0060326 -0.5018196 0.2555926
1403636634.413555384 -2.0364090 2.6419050 -0.3079547 0.8235799 0.0082499 -0.5046055 0.2588848
1403636634.463555574 -2.0153120 2.6717129 -0.3019421 0.8218290 0.0100452 -0.5062755 0.2611157
1403636634.513555527 -2.0119882 2.7279703 -0.3082051 0.8197683 0.0115383 -0.5087450 0.2627268
1403636634.563555479 -2.0122926 2.7760218 -0.3133994 0.8183896 0.0128304 -0.5104318 0.2636914
1403636634.613555431 -2.0066976 2.7816220 -0.3151625 0.8176210 0.0153083 -0.5113225 0.2642174
1403636634.663555622 -1.9877353 2.8088888 -0.3201566 0.8171349 0.0188882 -0.5124638 0.2632768
1403636634.713555574 -1.9642490 2.8511557 -0.3239565 0.8167446 0.0233058 -0.5132254 0.2626494
1403636634.763555527 -1.9651608 2.8629592 -0.3252803 0.8177127 0.0272088 -0.5126186 0.2604378
1403636634.813555479 -1.9618698 2.9332639 -0.3164091 0.8188548 0.0301536 -0.5120322 0.2576638
1403636634.863555670 -1.9556293 2.9532854 -0.3198382 0.8199586 0.0328179 -0.5114565 0.2549570
1403636634.913555384 -1.9343135 2.9684548 -0.3228014 0.8207678 0.0358373 -0.5111834 0.2524825
1403636634.963555574 -1.9252926 2.9763687 -0.3166682 0.8220796 0.0389706 -0.5099338 0.2502678
1403636635.013555527 -1.9385383 3.0178424 -0.3189556 0.8221157 0.0420610 -0.5100451 0.2494206
1403636635.063555479 -1.9221843 3.0368625 -0.3159346 0.8228444 0.0447538 -0.5092118 0.2482488
1403636635.113555431 -1.9249960 3.0608274 -0.3218302 0.8235651 0.0468965 -0.5083769 0.2471725
1403636635.163555622 -1.9015063 3.0857803 -0.3167702 0.8240274 0.0482709 -0.5081634 0.2458021
1403636635.213555574 -1.9202731 3.1356505 -0.3106783 0.8248913 0.0493390 -0.5074238 0.2442154
1403636635.263555527 -1.9151413 3.1513640 -0.3205995 0.8254681 0.0493482 -0.5077433 0.2415863
1403636635.313555479 -1.9098481 3.1806982 -0.3186359 0.8263831 0.0489226 -0.5076008 0.2388283
1403636635.363555670 -1.9119252 3.2071280 -0.3137338 0.8276370 0.0472202 -0.5075961 0.2348051
1403636635.413555384 -1.9057208 3.2390065 -0.3175818 0.8283084 0.0468251 -0.5075081 0.2326974
1403636635.463555574 -1.9046491 3.2675061 -0.3135104 0.8281602 0.0460138 -0.5083234 0.2316048
1403636635.513555527 -1.9057647 3.3178872 -0.3260770 0.8286265 0.0442281 -0.5088497 0.2291157
1403636635.563555479 -1.9019858 3.3523795 -0.3215652 0.8287296 0.0437192 -0.5090302 0.2284385
1403636635.613555431 -1.9159900 3.3629349 -0.3125390 0.8283873 0.0428858 -0.5098926 0.2279138
1403636635.663555622 -1.9081851 3.4218264 -0.3018329 0.8278671 0.0418719 -0.5108004 0.2279601
1403636635.713555574 -1.8782473 3.4557697 -0.3000782 0.8272125 0.0411378 -0.5117762 0.2282812
1403636635.763555527 -1.8735961 3.4947387 -0.3063369 0.8254949 0.0392526 -0.5148625 0.2278905
1403636635.813555479 -1.8663999 3.5075701 -0.2788523 0.8234198 0.0361402 -0.5191207 0.2262461
1403636635.863555670 -1.8471299 3.5291604 -0.2835452 0.8221871 0.0333063 -0.5219389 0.2246748
1403636635.913555384 -1.8455017 3.5612181 -0.2570854 0.8231217 0.0307340 -0.5219440 0.2215864
1403636635.963555574 -1.8487071 3.5913505 -0.2545780 0.8251507 0.0300680 -0.5193441 0.2202363
1403636636.013555527 -1.8396547 3.6245462 -0.2482009 0.8280851 0.0313371 -0.5144712 0.2204822
1403636636.063555479 -1.8405241 3.6696766 -0.2275881 0.8301228 0.0339572 -0.5098639 0.2231184
1403636636.113555431 -1.8195325 3.6942326 -0.2206735 0.8314099 0.0368213 -0.5061865 0.2262234
1403636636.163555622 -1.8085508 3.7454199 -0.2098451 0.8302564 0.0392486 -0.5061077 0.2301930
